time,ref,sensor
0.155625,-0.000613683,-0.001598193
0.15625,-0.001961147,-0.001738427
0.156875,-0.001677505,-0.001929433
0.1575,-0.002345909,-0.002297693
0.158125,-0.002635292,-0.002862667
0.15875,-0.002326969,-0.002309919
0.159375,-0.002573564,-0.002128386
0.16,-0.003238203,-0.002097776
0.160625,-0.00271101,-0.001715203
0.16125,-0.002118636,-0.001251612
0.161875,-0.001326277,-0.000395678
0.1625,-0.000361731,-1.37E-05
0.163125,0.000149351,0.000368248
0.16375,0.000740826,0.000750264
0.164375,0.000990572,0.00130142
0.165,0.001339244,0.002070406
0.165625,0.001454192,0.002316114
0.16625,0.001646607,0.002094237
0.166875,0.001447964,0.001600983
0.1675,0.003330099,0.001475686
0.168125,0.001631372,0.001575314
0.16875,0.00149097,0.001575314
0.169375,0.0021632,0.001472153
0.17,0.0008773,0.00128107
0.170625,0.002238365,0.000975195
0.17125,0.001079847,0.000713898
0.171875,0.001350797,0.000649414
0.1725,0.001252528,0.000649414
0.173125,8.04E-07,0.000511279
0.17375,0.000944413,3.25E-05
0.174375,-0.000202488,-0.000241281
0.175,-0.000109431,-0.000588205
0.175625,-7.33E-05,-0.000646886
0.17625,-0.001040644,-0.000646886
0.176875,-0.00129194,-0.000820165
0.1775,-0.000945787,-0.000832086
0.178125,-0.000935198,-0.000647194
0.17875,-0.000160865,-0.000461686
0.179375,3.90E-05,-0.000450071
0.18,0.000343183,-0.000259065
0.180625,0.000378364,-6.81E-05
0.18125,0.000325158,9.38E-05
0.181875,0.00024701,9.38E-05
0.1825,-0.000252366,9.38E-05
0.183125,-0.000376382,9.38E-05
0.18375,-0.000107774,4.13E-05
0.184375,0.000240373,-0.000208029
0.185,-0.00145385,-0.000718398
0.185625,-0.001362454,-0.001342417
0.18625,-0.001765382,-0.001572786
0.186875,-0.001497172,-0.001654383
0.1875,-0.001665876,-0.001757986
0.188125,-0.000710975,-0.001664622
0.18875,-0.002288595,-0.001572786
0.189375,-0.001097924,-0.001467657
0.19,-0.001808162,-0.001498521
0.190625,-0.00204382,-0.001806269
0.19125,-0.00147784,-0.001820638
0.191875,-0.002892644,-0.001501277
0.1925,0.000522041,-0.001253273
0.193125,-0.002566264,-0.000781655
0.19375,-0.003374033,-0.000208636
0.194375,0.000714668,0.000212412
0.195,-0.001153185,0.000436711
0.195625,0.001690963,0.00079122
0.19625,0.000372873,0.001173233
0.196875,0.002278223,0.001380035
0.1975,0.002729417,0.001752556
0.198125,0.001061069,0.00231428
0.19875,0.002890873,0.002115634
0.199375,0.002672757,0.001773961
0.2,0.002877727,0.001964967
0.200625,0.003003881,0.002105855
0.20125,0.002644803,0.001914848
0.201875,0.001334748,0.001723781
0.2025,0.002099112,0.00153253
0.203125,0.002440787,0.001292959
0.20375,0.001937564,0.00091102
0.204375,0.001224512,0.000649414
0.205,0.001049421,0.000583404
0.205625,0.001345764,0.00010517
0.20625,0.000465855,-0.000461686
0.206875,-0.000453026,-0.000461686
0.2075,-0.000663774,-0.000461686
0.208125,-0.001180256,-0.000557038
0.20875,-0.000840858,-0.000646886
0.209375,-0.00083884,-0.000646886
0.21,-0.002197536,-0.000759657
0.210625,-0.000935764,-0.000713508
0.21125,-0.002074089,-0.000273117
0.211875,-0.000783374,0.000300132
0.2125,0.000447298,0.000873122
0.213125,0.000392174,0.001303955
0.21375,0.000992112,0.001242279
0.214375,0.000207002,0.001205014
0.215,0.001583594,0.001364456
0.215625,0.001131851,0.001224869
0.21625,0.001397683,0.00051932
0.216875,0.000760298,0.000286961
0.2175,0.001786267,9.60E-05
0.218125,0.000872231,8.65E-05
0.21875,-0.000740832,-0.000304902
0.219375,9.49E-05,-0.000847364
0.22,-0.000553943,-0.001038406
0.220625,-0.000121233,-0.001202486
0.22125,-0.000723931,-0.001202486
0.221875,-0.001166445,-0.001241279
0.2225,-0.001606595,-0.001566069
0.223125,-0.001498667,-0.002178813
0.22375,-0.001539408,-0.002257352
0.224375,-0.00238751,-0.002128386
0.225,-0.002773582,-0.002196344
0.225625,-0.002141261,-0.002313586
0.22625,-0.002583926,-0.002154057
0.226875,-0.002515102,-0.001772044
0.2275,-0.002474914,-0.001481408
0.228125,-0.002440752,-0.00119327
0.22875,-0.001004319,-0.001017286
0.229375,-0.001097297,-0.000582098
0.23,0.000219945,-4.70E-05
0.230625,-0.000232327,0.000214529
0.23125,0.000506673,0.000532057
0.231875,0.000628884,0.000781742
0.2325,0.000753719,0.000834614
0.233125,0.001151614,0.000978555
0.23375,0.000994727,0.000870067
0.234375,0.003027163,0.001146243
0.235,0.00017638,0.001528267
0.235625,0.000818015,0.001407838
0.23625,0.000965608,0.001390114
0.236875,0.000474653,0.001390114
0.2375,0.001706957,0.001390114
0.238125,0.000787604,0.001379113
0.23875,0.001154273,0.001008487
0.239375,0.001032267,0.000817194
0.24,0.000845648,0.000649414
0.240625,0.000896426,0.000620381
0.24125,0.000505813,0.000533894
0.241875,0.000565607,0.000915907
0.2425,0.000455792,0.001251442
0.243125,1.47E-05,0.001390114
0.24375,0.000691345,0.001390114
0.244375,0.0009628,0.001518469
0.245,0.001357792,0.001900482
0.245625,0.001681157,0.002055124
0.24625,0.002058376,0.002190504
0.246875,0.003072208,0.00258867
0.2475,0.002459353,0.002686414
0.248125,0.002865185,0.002587286
0.24875,0.001908759,0.002396182
0.249375,0.002170841,0.002316114
0.25,0.001646495,0.002082624
0.250625,0.002746157,0.001823163
0.25125,0.002624579,0.001503798
0.251875,-0.001643686,0.000987693
0.2525,0.000563292,0.000414701
0.253125,-0.001418312,-0.000304964
0.25375,-0.000619297,-0.000765455
0.254375,-0.000970155,-0.000989777
0.255,-0.001951243,-0.001180783
0.255625,-0.00164617,-0.001541002
0.25625,-0.002840614,-0.001923024
0.256875,-0.00264637,-0.002305037
0.2575,-0.002689401,-0.002680221
0.258125,-0.002907727,-0.002290668
0.25875,-0.00260405,-0.00174454
0.259375,-0.002900345,-0.001553533
0.26,-0.003143505,-0.001312423
0.260625,-0.002659212,-0.000801221
0.26125,-0.00234303,-0.000573542
0.261875,-0.001480542,-0.000233936
0.2625,-0.00098339,-4.27E-05
0.263125,4.36E-05,0.000202616
0.26375,0.000105527,0.000464214
0.264375,0.000521132,0.000596242
0.265,0.001018463,0.000906434
0.265625,0.000626502,0.001019814
0.26625,0.001683329,0.001019814
0.266875,0.000538261,0.001198535
0.2675,0.003582017,0.001294819
0.268125,0.001058604,0.001103861
0.26875,0.000866311,0.001126774
0.269375,0.001928228,0.001205014
0.27,-0.000424797,0.000967869
0.270625,0.00198,0.000337074
0.27125,0.000447645,-0.000166928
0.271875,0.0010815,-0.000549089
0.2725,0.000868357,-0.000931102
0.273125,-4.85E-05,-0.0011652
0.27375,0.000405696,-0.001202486
0.274375,-0.000265718,-0.001042958
0.275,-0.000201959,-0.000521284
0.275625,0.000130287,-0.000290545
0.27625,-0.00046123,-0.000276486
0.276875,-0.000687525,8.95E-05
0.2775,-0.000237871,0.000653084
0.278125,0.000430813,0.000863037
0.27875,0.001228516,0.001420679
0.279375,0.001399589,0.001739425
0.28,0.001771714,0.001548375
0.280625,0.001743012,0.001423117
0.28125,0.002162231,0.001652932
0.281875,0.002000162,0.001945714
0.2825,0.002104384,0.001895293
0.283125,0.001635655,0.001648058
0.28375,0.001991871,0.001266079
0.284375,0.003013331,0.000951973
0.285,0.000411858,0.000834614
0.285625,0.001374669,0.000754851
0.28625,0.000258779,0.000478274
0.286875,-1.58E-05,9.63E-05
0.2875,0.0006546,-0.000382835
0.288125,-0.000859993,-0.001058788
0.28875,-9.20E-05,-0.001496382
0.289375,-0.001327436,-0.001458183
0.29,-0.001438793,-0.001387586
0.290625,-0.001346975,-0.001767161
0.29125,-0.002537906,-0.002075517
0.291875,-0.00205898,-0.001990248
0.2925,-0.002168327,-0.001799241
0.293125,-0.003020864,-0.001608235
0.29375,-0.002752797,-0.001261755
0.294375,-0.002463798,-0.000879233
0.295,-0.002121683,-0.000497144
0.295625,-0.000922987,-0.000461686
0.29625,-0.000702453,-0.000103518
0.296875,-0.000165859,9.35E-05
0.2975,-0.00030102,9.38E-05
0.298125,-0.00010132,8.25E-05
0.29875,-0.00025152,-0.000108424
0.299375,-2.33E-05,-0.000230047
0.3,-0.000189822,0.000151879
0.300625,0.000870379,0.000464214
0.30125,0.00057858,0.000423569
0.301875,-0.000681299,0.000279014
0.3025,0.000188436,0.000279014
0.303125,-0.000574568,0.000162916
0.30375,0.000168471,-2.73E-05
0.304375,-0.000355889,0.000233789
0.305,-0.000124787,0.000540008
0.305625,-0.000144491,0.000649414
0.30625,-0.00046397,0.000736821
0.306875,-0.000338092,0.000741401
0.3075,-0.000573121,0.000550395
0.308125,-0.000673512,0.000464214
0.30875,-4.37E-05,0.000464214
0.309375,-0.000155132,0.000464214
0.31,-0.000955669,0.000709306
0.310625,0.000306499,0.001091319
0.31125,0.000181217,0.001607419
0.311875,0.001471446,0.002040445
0.3125,0.001995448,0.002130914
0.313125,0.002276525,0.002130914
0.31375,0.003029788,0.00197322
0.314375,0.002563564,0.002109215
0.315,0.003125197,0.002469529
0.315625,0.002341361,0.002501314
0.31625,0.002251545,0.002139473
0.316875,0.002012257,0.001757455
0.3175,0.002830038,0.001351903
0.318125,0.001792223,0.000437315
0.31875,0.000604572,5.53E-05
0.319375,0.000717357,-0.000301548
0.32,-0.000409554,-0.000492555
0.320625,-0.000377661,-0.000756912
0.32125,-0.000866835,-0.001244945
0.321875,-0.001053218,-0.001532686
0.3225,-0.001682624,-0.002106342
0.323125,-0.002404636,-0.002498686
0.32375,-0.002751969,-0.002564694
0.324375,-0.003177613,-0.0027557
0.325,-0.00330064,-0.002946707
0.325625,-0.002861683,-0.002970858
0.32625,-0.004041498,-0.002601432
0.326875,-0.003893749,-0.002123186
0.3275,-0.003126762,-0.001842029
0.328125,-0.00305174,-0.001223228
0.32875,-0.001011,-0.000493777
0.329375,-0.001411413,-3.94E-05
0.33,0.000397128,0.000466962
0.330625,-1.95E-05,0.000779603
0.33125,0.000590832,0.001107061
0.331875,0.001296774,0.001631272
0.3325,0.000805074,0.001760514
0.333125,0.001754127,0.001760514
0.33375,0.001428485,0.001920045
0.334375,0.003056397,0.001945714
0.335,0.001265906,0.00177457
0.335625,0.001503,0.001760514
0.33625,0.001726337,0.00157746
0.336875,0.001325754,0.001575314
0.3375,0.001846748,0.001556379
0.338125,0.00132846,0.001189737
0.33875,0.001554782,0.000977648
0.339375,0.000894851,0.000622524
0.34,0.000693744,0.000398822
0.340625,0.00055764,9.38E-05
0.34125,0.000101338,4.92E-05
0.341875,0.000254701,-9.13E-05
0.3425,0.000172988,-9.13E-05
0.343125,-0.000710902,-2.93E-05
0.34375,-0.000589182,9.38E-05
0.344375,-0.000318964,0.000167465
0.345,0.000245415,0.000676968
0.345625,0.00091082,0.00111944
0.34625,0.000917833,0.001019814
0.346875,0.001840736,0.000922628
0.3475,0.000994359,0.000937607
0.348125,0.001970752,0.001019814
0.34875,0.000770545,0.000790602
0.349375,0.001397485,0.000529002
0.35,0.000715392,0.000211366
0.350625,0.001327663,-3.84E-05
0.35125,0.001951453,4.68E-05
0.351875,-0.000887624,0.000237753
0.3525,0.000751172,0.000129269
0.353125,-0.000604743,-6.17E-05
0.35375,-0.000254079,-0.000252644
0.354375,-0.000440649,-0.000443931
0.355,-0.000763,-0.000461686
0.355625,-0.000514386,-0.000819861
0.35625,-0.001017658,-0.00101698
0.356875,-0.001044213,-0.001017286
0.3575,-0.001224598,-0.001017286
0.358125,-0.001391289,-0.001017286
0.35875,-0.001100356,-0.000948411
0.359375,-0.001133491,-0.000403614
0.36,-0.001473096,4.81E-05
0.360625,-0.000832836,0.000771361
0.36125,-0.000693535,0.0012979
0.361875,0.000410934,0.0017321
0.3625,0.000557142,0.002188983
0.363125,0.001565446,0.002188365
0.36375,0.001665314,0.001945714
0.364375,0.002074188,0.002021503
0.365,0.002277376,0.002130914
0.365625,0.001587805,0.001868711
0.36625,0.002389327,0.001388949
0.366875,0.000650417,0.001106
0.3675,0.003538157,0.000810173
0.368125,0.000768176,0.000649414
0.36875,0.000195288,0.000649414
0.369375,0.001161504,-8.58E-05
0.37,-0.000585644,-0.000590042
0.370625,0.000385666,-0.000781048
0.37125,-0.00050155,-0.000972055
0.371875,-0.000660031,-0.001163061
0.3725,-0.000887673,-0.001808732
0.373125,-0.001468048,-0.002100838
0.37375,-0.001655708,-0.00229189
0.374375,-0.001949273,-0.002313586
0.375,-0.00205798,-0.002488609
0.375625,-0.00178982,-0.002317859
0.37625,-0.002406812,-0.001197894
0.376875,-0.002515479,-0.000632188
0.3775,-0.001952243,-0.000249605
0.378125,-0.001365297,0.000151566
0.37875,-0.000221026,0.000649414
0.379375,0.000290281,0.000649414
0.38,0.001183655,0.000686084
0.380625,0.001230865,0.000919567
0.38125,0.001861512,0.001253271
0.381875,0.001596107,0.001444294
0.3825,0.001907339,0.001695725
0.383125,0.001836683,0.002011726
0.38375,0.002085777,0.002130914
0.384375,0.004055513,0.001975665
0.385,0.000726807,0.001677083
0.385625,0.00225563,0.001486077
0.38625,0.001466336,0.001105033
0.386875,0.000780041,0.000733595
0.3875,0.001684917,0.000435481
0.388125,0.000323896,5.35E-05
0.38875,0.000648935,-0.000328445
0.389375,-0.000162564,-0.000834844
0.39,-0.00073717,-0.001277601
0.390625,-0.000882312,-0.001523585
0.39125,-0.001495238,-0.001714822
0.391875,-0.001566604,-0.001905898
0.3925,-0.001629625,-0.002096905
0.393125,-0.002482361,-0.001649809
0.39375,-0.002517455,-0.001407454
0.394375,-0.002064653,-0.001387586
0.395,-0.00170726,-0.001210736
0.395625,-0.001070589,-0.001019734
0.39625,-0.000671582,-0.000828418
0.396875,-9.65E-05,-0.000637412
0.3975,-0.000152974,-0.000446405
0.398125,0.000222621,-0.000276486
0.39875,-0.000219388,-0.000276486
0.399375,0.000251764,-0.000276486
0.4,-0.000428581,-0.000237979
0.400625,0.001375306,-4.69E-05
0.40125,0.000869944,9.38E-05
0.401875,-0.000644367,9.38E-05
0.4025,0.000741383,9.38E-05
0.403125,-0.000644398,0.000161663
0.40375,0.000497274,0.000279014
0.404375,-0.000211747,0.000279014
0.405,-0.00018762,0.000279014
0.405625,0.000423676,0.000187639
0.40625,-0.000521603,-3.31E-06
0.406875,-0.000118628,-0.000503237
0.4075,-0.00027345,-0.00094088
0.408125,-0.000780333,-0.001017286
0.40875,-0.000103221,-0.000896879
0.409375,-0.000471026,-0.000579659
0.41,-0.000933842,-0.000197203
0.410625,-0.000364137,0.000184912
0.41125,-0.000317109,0.0005669
0.411875,0.000651539,0.000948913
0.4125,0.001130163,0.001330841
0.413125,0.001337636,0.001228839
0.41375,0.00175395,0.000870677
0.414375,0.001402488,0.000661639
0.415,0.001501832,0.000828495
0.415625,0.001021529,0.000834614
0.41625,0.000960995,0.000257001
0.416875,0.000640541,-0.000472996
0.4175,0.001731539,-0.00068112
0.418125,-8.24E-05,-0.00106312
0.41875,-0.000518745,-0.001387586
0.419375,-0.000795528,-0.001352768
0.42,-0.001593264,-0.001283751
0.420625,-0.000935611,-0.001619236
0.42125,-0.001911936,-0.001862498
0.421875,-0.001572878,-0.002128386
0.4225,-0.002020033,-0.002064516
0.423125,-0.002637252,-0.001943186
0.42375,-0.002268137,-0.001867577
0.424375,-0.002940528,-0.001757986
0.425,-0.002450612,-0.001757986
0.425625,-0.002099744,-0.001664774
0.42625,-0.00266338,-0.001374804
0.426875,-0.002469287,-0.000678364
0.4275,-0.00166622,5.53E-05
0.428125,-0.001327802,0.000512279
0.42875,0.000299359,0.000894521
0.429375,0.000513376,0.001276465
0.43,0.001766612,0.001658447
0.430625,0.002154624,0.002320405
0.43125,0.002339952,0.003084352
0.431875,0.002689505,0.0033936
0.4325,0.002362091,0.003269822
0.433125,0.00272804,0.00307855
0.43375,0.003259088,0.002887509
0.434375,0.004096752,0.003046726
0.435,0.00260714,0.002694977
0.435625,0.002768574,0.002501314
0.43625,0.002413002,0.002493983
0.436875,0.002061587,0.0022767
0.4375,0.002054033,0.001703596
0.438125,0.001490182,0.001179954
0.43875,0.001567086,0.000988947
0.439375,0.000572479,0.000724594
0.44,0.000527173,0.000151597
0.440625,7.45E-05,-0.000373059
0.44125,-0.000267783,-0.000700979
0.441875,-0.00043195,-0.000892085
0.4425,-0.000546351,-0.001017286
0.443125,-0.001543476,-0.000945464
0.44375,-0.001605908,-0.000754457
0.444375,-0.00104719,-0.000646886
0.445,-0.001018828,-0.000468403
0.445625,6.90E-05,-8.64E-05
0.44625,-0.000126941,-6.99E-06
0.446875,0.001005812,-9.13E-05
0.4475,0.000299604,0.000359725
0.448125,0.001124585,0.001005137
0.44875,0.000434109,0.001329328
0.449375,0.000651478,0.001259997
0.45,0.000621673,0.001205014
0.450625,0.001439071,0.001063214
0.45125,0.001833421,0.000872208
0.451875,7.43E-05,0.000988284
0.4525,0.000950832,0.001179343
0.453125,0.000503144,0.001205014
0.45375,0.000732876,0.00086273
0.454375,0.000611542,0.00012682
0.455,0.00041759,-8.88E-05
0.455625,0.000379724,8.71E-05
0.45625,-0.000158175,-0.000295441
0.456875,-0.000149853,-0.000631602
0.4575,-0.000315055,-0.000419505
0.458125,-0.000543624,-9.13E-05
0.45875,-0.000537008,-5.86E-05
0.459375,-0.000279244,9.38E-05
0.46,-0.001627917,4.95E-05
0.460625,-0.000487828,-4.11E-05
0.46125,-0.00085396,0.000150044
0.461875,0.00035138,0.000216978
0.4625,0.000502066,2.60E-05
0.463125,0.00098133,-0.000164935
0.46375,0.001657658,-0.000355942
0.464375,0.000693008,-0.000120683
0.465,0.001601645,0.000370236
0.465625,0.000435119,0.000367029
0.46625,0.000889228,7.31E-05
0.466875,-2.65E-05,-0.000200084
0.4675,0.001649557,-0.000276486
0.468125,-7.98E-05,-0.000276486
0.46875,-0.00098673,-0.000402703
0.469375,-0.000391804,-0.000461686
0.47,-0.0013422,-0.000737808
0.470625,-0.000903386,-0.000976032
0.47125,-0.001472273,-0.00131671
0.471875,-0.001336673,-0.001543145
0.4725,-0.001690345,-0.002056883
0.473125,-0.002093723,-0.00246264
0.47375,-0.002152841,-0.002498686
0.474375,-0.00225603,-0.002677471
0.475,-0.002374002,-0.002314202
0.475625,-0.001822959,-0.001921194
0.47625,-0.002266464,-0.001168571
0.476875,-0.002343655,-0.000612663
0.4775,-0.001362479,-0.000230662
0.478125,-0.001018372,0.000179988
0.47875,0.000363515,0.000753181
0.479375,0.000690944,0.001286286
0.48,0.001903858,0.001621768
0.480625,0.001750314,0.001865034
0.48125,0.002578804,0.002247047
0.481875,0.002648256,0.002437441
0.4825,0.002425904,0.002385794
0.483125,0.00281742,0.002501314
0.48375,0.002400025,0.002582699
0.484375,0.004441388,0.002511644
0.485,0.001642649,0.002129684
0.485625,0.001943936,0.001747671
